header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Ownership situation,Location,Garden,Sun terrace,Garden location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwstraat 3 J,3273 AP Westmaas        ,https://www.funda.nl/en/koop/westmaas/appartement-88929027-nieuwstraat-3-j/?navigateSource=resultlist,20220129_154808,"€ 575,000 vrij op naam","€ 3,686    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (156 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Penthouse (apartment),Resale property,2021,Gable roof covered with roof tiles,Living area156 m²External storage space6 m²,156 m²,6 m²,406 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,1st floor,Elevator and mechanical ventilation,Not available,Completely insulated,Full ownership,"In center, in residential district and unobstructed surrounding view",Sun terrace,"11 m² (2,48 meter deep and 4,43 meter broad)",Located at the southeast,Detached brick storage,Parking on private property,No,No,No,No,No,No,no
