header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Keizersgracht 200,1016 DX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88966379-keizersgracht-200/?navigateSource=resultlist,20220130_215416,"€ 945,000 kosten koper","€ 9,947    The asking price per m² (€ 945,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Property alongside canal, row house",Resale property,Before 1906,Monumental building,Living area95 m²,95 m²,22 m²,336 m³,5 rooms (3 bedrooms),1 bathroom,Bath and toilet,5 stories,Skylight and TV via cable,G        What does this mean?,CH boiler,CH boiler,"Gas-fired, in ownership",22 m²,Full ownership,Alongside water and in center,"Paid parking, public parking and resident's parking permits",no
