header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Garden,Shed / storage,Facilities,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Spoorstraat 43,5931 PS Tegelen        ,https://www.funda.nl/en/koop/tegelen/huis-88023603-spoorstraat-43/?navigateSource=resultlist,20220129_164904,"€ 550,000 kosten koper","€ 986    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (558 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available immediately,"Single-family home, semi-detached residential property (official/company house or apartment)",Resale property,1910,Gable roof,Living area558 m²Exterior space attached to the building60 m²External storage space20 m²,558 m²,60 m²,20 m²,"1,015 m²","1,700 m³",30 rooms (17 bedrooms),2 stories and a attic,Not available,1.015 m²,Full ownership,Back garden,Attached brick storage,Electricity,Parking place and detached brick garage,14 cars,Electricity,"Parking on gated property, parking on private property and public parking",no
