header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
Esreyn - Penthouse (Bouwnr. 5.03  5.04),7553 EH Hengelo (OV)        ,https://www.funda.nl/en/koop/hengelo-ov/appartement-42526663-esreyn-penthouse-bouwnr-503-504/?navigateSource=resultlist,20220129_033342,"€ 685,000 vrij op naam","€ 4,177    The asking price per m² (€ 685,000) is calculated by dividing the asking price of the home by the living area (164 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Penthouse,New property,2022,Flat roof covered with asphalt roofing,Living area164 m²,164 m²,600 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",1 story,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,District heating and partial floor heating,District heating,In center,Balcony present,Parking place,Parking garage,no
