header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Garden,Type of parking facilities,error
Maisonette - Type B (Bouwnr. 106),6224 JT Maastricht        ,https://www.funda.nl/en/koop/maastricht/appartement-42463125-maisonette-type-b-bouwnr-106/?navigateSource=resultlist,20220129_202815,"€ 389,500 vrij op naam","€ 3,895    The asking price per m² (€ 389,500) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Maisonnette,New property,2021,Living area100 m²Other space inside the building5 m²Exterior space attached to the building44 m²,100 m²,5 m²,44 m²,303 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,1st floor,A        What does this mean?,Front garden,"Public parking, parking garage and resident's parking permits",no
