header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Everaertstraat 91,3067 VE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88030768-everaertstraat-91/?navigateSource=resultlist,20220126_004232,"€ 250,000 kosten koper","€ 2,717    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Galleried apartment (apartment),Resale property,1973,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area92 m²Exterior space attached to the building5 m²,92 m²,5 m²,280 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,6th floor,TV via cable,D        What does this mean?,In residential district,Balcony present,Public parking,Yes,Yes,Yes,Yes,Yes,Yes,no
