header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Back garden,Balcony/roof garden,Type of garage,Type of parking facilities,error
Nieuwe Duinweg (Bouwnr. 2),2587 AD Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88050737-nieuwe-duinweg-bouwnr-2/?navigateSource=resultlist,20220131_194627,"€ 940,000 vrij op naam","€ 6,573    The asking price per m² (€ 940,000) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2023,Flat roof,SWK garantiecertificaat and woningborg garantiecertificaat,Living area143 m²,143 m²,429 m³,3 rooms (2 bedrooms),1 story,"Outdoor awning, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Complete floor heating,Central facility,In residential district,Back garden and sun terrace,"40 m² (3,2 meter deep and 12,5 meter broad)",Balcony present,Parking place,Parking on private property,no
