header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Meerkoet 46,6988 CL Lathum        ,https://www.funda.nl/en/koop/lathum/huis-42448225-meerkoet-46/?navigateSource=resultlist,20220129_175054,"€ 595,000 kosten koper","€ 4,407    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (135 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1998,Living area135 m²,135 m²,510 m²,513 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories,"Alarm installation, outdoor awning, skylight, mechanical ventilation, passive ventilation system and TV via cable",C        What does this mean?,Double glazing and insulated walls,CH boiler,CH boiler,"Remeha (gas-fired combination boiler, in ownership)",510 m²,Full ownership,"Alongside a quiet road, alongside water, sheltered location and in residential district",Surrounded by garden,Attached brick storage,Parking on private property,no
