header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of garage,Type of parking facilities,error
De Krijgsman - De Productielijn (Bouwnr. DPr 53),1398 CP Muiden        ,https://www.funda.nl/en/koop/muiden/huis-42650959-de-krijgsman-de-productielijn-bouwnr-dpr-53/?navigateSource=resultlist,20220128_081835,"€ 750,000 vrij op naam","€ 5,435    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,"Single-family home, corner house",New property,2022,Flat roof covered with asphalt roofing,Living area138 m²Exterior space attached to the building45 m²External storage space5 m²,138 m²,45 m²,5 m²,415 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,Mechanical ventilation,A        What does this mean?,Completely insulated,Complete floor heating,Electrical boiler,"On the edge of a forest, alongside a quiet road, alongside water, In wooded surroundings and in residential district",Back garden and front garden,Detached brick storage,Parking place,Public parking,no
