header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Sun terrace,Balcony/roof garden,Type of parking facilities,error
Klompstraat 4,6411 KS Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-87798947-klompstraat-4/?navigateSource=resultlist,20220127_231134,"€ 295,000 kosten koper","€ 1,311    The asking price per m² (€ 295,000) is calculated by dividing the asking price of the home by the living area (225 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available immediately,"Single-family home, semi-detached residential property",Resale property,1930,Living area225 m²Other space inside the building50 m²,225 m²,50 m²,102 m²,"1,100 m³",14 rooms (5 bedrooms),"3 stories, a/an attic with loft and a basement",Air conditioning and rolldown shutters,Not available,Partly double glazed,CH boiler,Electrical boiler,102 m²,Full ownership,In center,Patio/atrium and sun terrace,"11,9 meter deep and 3 meter broad",Roof terrace present,"Paid parking, public parking and parking garage",no
