header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Type of parking facilities,error
Bagijnhof 46,1671 CD Medemblik        ,https://www.funda.nl/en/koop/medemblik/huis-88012463-bagijnhof-46/?navigateSource=resultlist,20220128_140942,"€ 389,500 kosten koper","€ 1,837    The asking price per m² (€ 389,500) is calculated by dividing the asking price of the home by the living area (212 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1892,Living area212 m²,212 m²,135 m²,735 m³,9 rooms (7 bedrooms),1 story,Not available,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2021, in ownership)",135 m²,Full ownership,Public parking,no
