header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Balcony/roof garden,Type of parking facilities,error
Pastoor Lancrietstraat 11,4611 RA Bergen op Zoom        ,https://www.funda.nl/en/koop/bergen-op-zoom/huis-42512321-pastoor-lancrietstraat-11/?navigateSource=resultlist,20220130_121144,"€ 289,000 kosten koper","€ 2,206    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1970,Living area131 m²Exterior space attached to the building30 m²,131 m²,30 m²,84 m²,538 m³,3 rooms (2 bedrooms),1 bathroom,Shower and toilet,2 stories,Flue and TV via cable,C        What does this mean?,Double glazing and insulated walls,CH boiler,CH boiler,"Vaillant VR (gas-fired combination boiler from 2011, in ownership)",84 m²,Full ownership,In center,Sun terrace,"30 m² (7,15 meter deep and 4,2 meter broad)",Located at the southwest,Roof terrace present,Resident's parking permits,no
