header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
M. de Klerkstraat 43,3555 CM Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88059605-m-de-klerkstraat-43/?navigateSource=resultlist,20220131_151347,"€ 375,000 kosten koper","€ 6,250    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (60 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1931,With carpets and curtains,Gable roof covered with roof tiles,Living area60 m²,60 m²,95 m²,216 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,G            2.24What does this mean?,Mostly double glazed,CH boiler,95 m²,Back garden,"50 m² (11,91 meter deep and 4,21 meter broad)",Located at the northeast accessible via the rear,Attached brick storage,Electricity,Public parking,no
