header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Shed / storage,error
St.-Bonifaciusstraat 37,3553 SP Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88034781-st-bonifaciusstraat-37/?navigateSource=resultlist,20220128_063809,"€ 375,000 kosten koper","€ 5,068    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1906-1930,Gable roof covered with roof tiles,Living area74 m²Other space inside the building3 m²,74 m²,3 m²,68 m²,287 m³,4 rooms (3 bedrooms),2 stories,F        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2016, in ownership",68 m²,Full ownership,Back garden,"10 m² (5,7 meter deep and 1,84 meter broad)",Detached brick storage,no
