header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Type D (Bouwnr. 123),1033 NL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42527436-type-d-bouwnr-123/?navigateSource=resultlist,20220130_125730,"€ 582,263 vrij op naam","€ 4,479    The asking price per m² (€ 582,263) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,Penthouse (apartment),New property,2022,Flat roof,SWK garantiecertificaat,Living area130 m²,130 m²,338 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,6th floor,Elevator and TV via cable,A        What does this mean?,Completely insulated,District heating,District heating,"Alongside park, on navigable waterway, alongside water, in residential district and unobstructed surrounding view",Roof terrace present,Built-in,Electricity and running water,Completely insulated,Public parking and parking garage,no
