header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Side garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Kersweg 25,3958 BB Amerongen        ,https://www.funda.nl/en/koop/amerongen/huis-88050339-kersweg-25/?navigateSource=resultlist,20220129_011906,"€ 315,000 kosten koper","€ 4,846    The asking price per m² (€ 315,000) is calculated by dividing the asking price of the home by the living area (65 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, detached residential property",Resale property,1925,Gable roof covered with roof tiles,Living area65 m²Exterior space attached to the building9 m²External storage space4 m²,65 m²,9 m²,4 m²,100 m²,234 m³,3 rooms (2 bedrooms),2 stories,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler from 2018, in ownership",100 m²,Full ownership,Alongside a quiet road and In wooded surroundings,Side garden,"44 m² (8 meter deep and 5,5 meter broad)",Located at the southwest,Detached wooden storage,Electricity,Parking on private property,no
