header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Hot water,Location,Garden,error
Maashaven N.z. 711,3072 AE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42580637-maashaven-nz-711/?navigateSource=resultlist,20220126_002325,"€ 1,675,000 vrij op naam","€ 7,068    The asking price per m² (€ 1,675,000) is calculated by dividing the asking price of the home by the living area (237 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Penthouse,New property,2023,Living area237 m²,237 m²,616 m³,4 rooms (3 bedrooms),1 story,14th floor,Not available,Central facility,"On navigable waterway, alongside water, in center, in residential district and freestanding location",Sun terrace,no
