header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Type of garage,Capacity,Facilities.1,Insulation.1,Type of parking facilities,error
Spinrokkenstraat 6,5345 AS Oss        ,https://www.funda.nl/en/koop/oss/huis-42679020-spinrokkenstraat-6/?navigateSource=resultlist,20220129_204725,"€ 400,000 kosten koper","€ 2,721    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (147 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, double house",Resale property,1970,Living area147 m²External storage space24 m²,147 m²,24 m²,259 m²,504 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,"Rolldown shutters, sliding door and solar panels",B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,CH boiler,"Nefit HR (gas-fired combination boiler from 2014, in ownership)",259 m²,Full ownership,Back garden and front garden,"83 m² (11 meter deep and 7,5 meter broad)",Detached brick garage,1 car,Electricity and running water,Roof insulation and insulated walls,Parking on private property and public parking,no
