header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,Fees,error
Spadinalaan,1031 Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/parkeergelegenheid-40712358-spadinalaan/?navigateSource=resultlist,20220130_201604,"€ 40,000 vrij op naam",€ 26 per month,6+ months,Available,Available in consultation,Parking place,Resale property,1,Municipal ownership encumbered with long-term leaset,Paid until 30-04-2057,no
