header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kloveniersburgwal 56 hs,1012 CX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41086974-kloveniersburgwal-56-hs/?navigateSource=resultlist,20220130_231658,"€ 995,000 kosten koper","€ 7,960    The asking price per m² (€ 995,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1800,Double occupancy possible and listed building (national monument),Flat roof covered with roof tiles,Living area125 m²Exterior space attached to the building6 m²,125 m²,6 m²,448 m³,5 rooms (3 bedrooms),3 bathrooms,3 showers and 2 toilets,2 stories,Ground floor,Mechanical ventilation,Not required,Double glazing and completely insulated,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2019, in ownership)",Full ownership,Yes,Yes,No,No,No,Yes,no
