header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,error
Nieuwe Keizersgracht 570 L,1018 VG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42687370-nieuwe-keizersgracht-570-l/?navigateSource=resultlist,20220130_233917,"€ 1,050,000 vrij op naam","€ 16,667    The asking price per m² (€ 1,050,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Houseboat, detached residential property",Resale property,2011,Living area63 m²,63 m²,103 m²,259 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,1 story,"Air conditioning, outdoor awning, skylight, smart home, mechanical ventilation, rolldown shutters and TV via cable",Not available,"Roof insulation, insulated walls and floor insulation",CH boiler and complete floor heating,CH boiler,In ownership,103 m²,Full ownership,"Alongside park, alongside a quiet road, on navigable waterway, alongside water, in residential district, freestanding location and unobstructed surrounding view",Roof terrace present,Public parking and resident's parking permits,no
