header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jennerstraat 15,1097 GB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42682087-jennerstraat-15/?navigateSource=resultlist,20220130_223713,"€ 550,000 kosten koper","€ 6,627    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,€ 160.00 per month,Upstairs apartment (apartment),Resale property,1970,Living area83 m²Exterior space attached to the building8 m²External storage space11 m²,83 m²,8 m²,11 m²,269 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,1 story,3rd floor,TV via cable,C        What does this mean?,CH boiler,CH boiler,Full ownership,In residential district,Balcony present,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 160.00 per month),Yes,Yes,Yes,no
