header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Hot water,Location,Garden,Type of garage,Type of parking facilities,error
Bouwnummer (Bouwnr. 419),3011 BT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41387741-bouwnummer-bouwnr-419/?navigateSource=resultlist,20220128_052411,"€ 1,881,500 vrij op naam","€ 5,315    The asking price per m² (€ 1,881,500) is calculated by dividing the asking price of the home by the living area (354 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Penthouse,New property,2022,Living area354 m²,354 m²,920 m³,1 room,1 story,25th floor,Mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, partly double glazed, no cavity wall, insulated walls, floor insulation, completely insulated and secondary glazing",Central facility,"Alongside water, sheltered location, in center and in residential district",Sun terrace,Underground parking,Parking garage,no
