header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,error
Pellekaanstraat 8,1541 LL Koog aan de Zaan        ,https://www.funda.nl/en/koop/koog-aan-de-zaan/huis-42652196-pellekaanstraat-8/?navigateSource=resultlist,20220127_213441,"€ 375,000 kosten koper","€ 3,409    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1940,Gable roof covered with roof tiles,Living area110 m²External storage space6 m²,110 m²,6 m²,112 m²,362 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Outdoor awning, skylight, passive ventilation system and TV via cable",C        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2015, in ownership)",112 m²,Full ownership,In residential district,Back garden and front garden,42 m² (7 meter deep and 6 meter broad),Located at the east accessible via the rear,Detached wooden storage,no
