header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Da Costakade 66,2802 VS Gouda        ,https://www.funda.nl/en/koop/gouda/huis-42696774-da-costakade-66/?navigateSource=resultlist,20220129_052555,"€ 250,000 kosten koper","€ 3,333    The asking price per m² (€ 250,000) is calculated by dividing the asking price of the home by the living area (75 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,1939,Partly furnished with carpets and curtains,Gable roof covered with roof tiles,Living area75 m²Other space inside the building23 m²External storage space5 m²,75 m²,23 m²,5 m²,137 m²,336 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories and a attic,"Skylight, passive ventilation system, flue and TV via cable",G        What does this mean?,Partly double glazed,Gas heaters,Gas water heater,137 m²,Full ownership,"Alongside water, in residential district and unobstructed surrounding view",Back garden and front garden,"74 m² (15 meter deep and 4,9 meter broad)",Located at the northwest accessible via the rear,Detached wooden storage,Public parking,no
