header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of garage,error
"Penthouse, Type J1 (Bouwnr. 18)",2253 AH Voorschoten        ,https://www.funda.nl/en/koop/voorschoten/appartement-42531669-penthouse-type-j1-bouwnr-18/?navigateSource=resultlist,20220128_085340,"€ 1,424,850 vrij op naam","€ 8,189    The asking price per m² (€ 1,424,850) is calculated by dividing the asking price of the home by the living area (174 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,Penthouse (apartment),New property,After 2020,Woningborg garantiecertificaat,Living area174 m²Exterior space attached to the building80 m²,174 m²,80 m²,487 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,1 story,5th floor,Balanced ventilation system and elevator,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,"Alongside park, sheltered location and in center",Balcony present,Storage box,Electricity,Underground parking and parking place,no
