header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Location,error
Provincialeweg 184 52,1506 MG Zaandam        ,https://www.funda.nl/en/koop/zaandam/appartement-42400971-provincialeweg-184-52/?navigateSource=resultlist,20220129_154927,"€ 275,000 vrij op naam","€ 5,729    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (48 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 months,Under option,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Woningborg garantiecertificaat,Living area48 m²Exterior space attached to the building2 m²,48 m²,2 m²,144 m³,2 rooms (1 bedroom),1 story,3rd floor,Mechanical ventilation and passive ventilation system,A        What does this mean?,Completely insulated,In center,no
