header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Location,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kalmoesplein 30,5643 LM Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-88028678-kalmoesplein-30/?navigateSource=resultlist,20220201_005355,"€ 385,000 kosten koper","€ 3,850    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2006,With carpets and curtains,Living area100 m²,100 m²,348 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,5th floor,Elevator and mechanical ventilation,A        What does this mean?,CH boiler,CH boiler,"Ferroli ( combination boiler from 2022, in ownership)",In residential district,Built-in,Underground parking,Parking garage,No,No,No,No,No,No,no
