header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Hot water,Area,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of garage,Type of parking facilities,error
Wolbrantskerkweg 101,1069 CL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88037610-wolbrantskerkweg-101/?navigateSource=resultlist,20220130_234643,"€ 650,000 kosten koper","€ 4,577    The asking price per m² (€ 650,000) is calculated by dividing the asking price of the home by the living area (142 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,2009,Flat roof covered with asphalt roofing,Energie Prestatie Advies,Living area142 m²,142 m²,135 m²,499 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,"Passive ventilation system, TV via cable and solar panels",Not available,"Double glazing, energy efficient window and completely insulated",Central facility,135 m²,Alongside park and unobstructed surrounding view,Back garden,"55 m² (9,53 meter deep and 5,74 meter broad)",Located at the south,Roof terrace present,Underground parking,"Parking on private property, public parking and parking garage",no
