header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Shed / storage,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Apollostraat 30,3054 TA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88968162-apollostraat-30/?navigateSource=resultlist,20220129_161854,"€ 465,000 kosten koper","€ 4,844    The asking price per m² (€ 465,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 196.00 per month,Galleried apartment,Resale property,2009,Living area96 m²Other space inside the building2 m²Exterior space attached to the building24 m²External storage space4 m²,96 m²,2 m²,24 m²,4 m²,309 m³,3 rooms (2 bedrooms),1 story,A        What does this mean?,Built-in,Underground parking and parking place,Yes,Yes,Yes (€ 196.00 per month),Yes,Yes,Yes,no
