header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Goudsbloemstraat 32,5644 KE Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42661260-goudsbloemstraat-32/?navigateSource=resultlist,20220201_002017,"€ 375,000 kosten koper","€ 3,024    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1929,Living area124 m²,124 m²,141 m²,445 m³,6 rooms (4 bedrooms),1 bathroom,Bath,3 stories,C        What does this mean?,Double glazing and insulated walls,CH boiler,CH boiler,"HR-107 (gas-fired combination boiler from 2006, in ownership)",141 m²,Full ownership,In residential district,Back garden,Detached brick storage,Public parking,no
