header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Listed since,Status,Acceptance,Type of property,Plot size,Location,error
Bouwkavels Lollebeekweg,5811 AL Castenray        ,https://www.funda.nl/en/koop/castenray/bouwgrond-49436883-bouwkavels-lollebeekweg/?navigateSource=resultlist,20220129_060151,€ 230 kosten koper,€ 180 kosten koper,6+ months,Under option,Available in consultation,Building plot,232 m²,Alongside a quiet road and in residential district,no
