header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Boerenzwaluw - 4-laagse waterwoning (Bouwnr. 12),6832 HW Arnhem        ,https://www.funda.nl/en/koop/arnhem/huis-42434271-boerenzwaluw-4-laagse-waterwoning-bouwnr-12/?navigateSource=resultlist,20220129_020824,"€ 453,500 vrij op naam","€ 2,268    The asking price per m² (€ 453,500) is calculated by dividing the asking price of the home by the living area (200 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, row house",New property,2022,Flat roof covered with asphalt roofing,SWK garantiecertificaat,Living area200 m²External storage space7 m²,200 m²,7 m²,168 m²,653 m³,7 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,4 stories,"Optical fibre, mechanical ventilation, passive ventilation system and solar panels",A        What does this mean?,Completely insulated,District heating and partial floor heating,District heating,168 m²,Full ownership,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",Back garden and front garden,Attached brick storage,Electricity,Public parking,no
