header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,error
E1 (Bouwnr. 25),2986 GK Ridderkerk        ,https://www.funda.nl/en/koop/ridderkerk/huis-42522983-e1-bouwnr-25/?navigateSource=resultlist,20220130_145926,"€ 434,500 vrij op naam","€ 3,292    The asking price per m² (€ 434,500) is calculated by dividing the asking price of the home by the living area (132 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 105 per month,2 months,Available,Available in consultation,"Single-family home, row house",New property,2022,Living area132 m²Exterior space attached to the building4 m²,132 m²,4 m²,470 m³,5 rooms (4 bedrooms),1 story,A        What does this mean?,no
