header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Groenstraat 122,5913 CE Venlo        ,https://www.funda.nl/en/koop/venlo/huis-88973598-groenstraat-122/?navigateSource=resultlist,20220129_043549,"€ 289,500 kosten koper","€ 2,098    The asking price per m² (€ 289,500) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1962,Gable roof covered with roof tiles,Living area138 m²Other space inside the building14 m²,138 m²,14 m²,157 m²,510 m³,9 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories and a basement,"Mechanical ventilation, rolldown shutters, flue and TV via cable",E        What does this mean?,Partly double glazed,CH boiler,Electrical boiler,"Bosch (gas-fired from 2012, in ownership)",157 m²,Full ownership,In residential district and unobstructed surrounding view,Back garden and front garden,Attached brick storage,Electricity,Public parking,no
