header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Havensingel 1,5611 VR Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-88998306-havensingel-1/?navigateSource=resultlist,20220201_013402,"€ 525,000 kosten koper","€ 4,375    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1996,Flat roof covered with asphalt roofing,Living area120 m²Exterior space attached to the building17 m²External storage space9 m²,120 m²,17 m²,9 m²,147 m²,412 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,3 stories,Optical fibre,B        What does this mean?,CH boiler,147 m²,Full ownership,In residential district,Back garden and front garden,"63 m² (10,9 meter deep and 5,8 meter broad)",Located at the northwest accessible via the rear,French balcony present,Detached brick storage,Electricity,Paid parking and resident's parking permits,no
