header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Location,Type of garage,Capacity,Type of parking facilities,error
Van der Mondestraat 26 a,3515 BH Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42430901-van-der-mondestraat-26-a/?navigateSource=resultlist,20220131_163027,"€ 419,000 kosten koper","€ 5,048    The asking price per m² (€ 419,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1904,Mansard roof,Living area83 m²Other space inside the building20 m²Exterior space attached to the building16 m²,83 m²,20 m²,16 m²,70 m²,385 m³,4 rooms (2 bedrooms),3 stories,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Combination boiler, in ownership",70 m²,Full ownership,Location,"6 m² (3,1 meter deep and 1,9 meter broad)",Attached brick garage,1 car,Paid parking and public parking,no
