header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Type of property,Plot size,Location,Acceptance,Status,error
Amersfoortseweg,3888 NP Uddel        ,https://www.funda.nl/en/koop/uddel/bouwgrond-87003385-amersfoortseweg/?navigateSource=resultlist,20220127_234044,"€ 360,000 vrij op naam",6+ months,Building plot,"2,050 m²","On the edge of a forest, sheltered location, outside the built-up area and rural",Available in consultation,Sold under reservation,no
