header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities,error
Ida de Leeuwstraat 22,2331 SN Leiden        ,https://www.funda.nl/en/koop/leiden/huis-88048892-ida-de-leeuwstraat-22/?navigateSource=resultlist,20220128_070934,"€ 499,000 kosten koper","€ 3,349    The asking price per m² (€ 499,000) is calculated by dividing the asking price of the home by the living area (149 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available on 6/15/2022,"Single-family home, row house",Resale property,1990,Living area149 m²Exterior space attached to the building6 m²External storage space7 m²,149 m²,6 m²,7 m²,118 m²,489 m³,6 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,Bath and 2 toilets,3 stories,B        What does this mean?,"Roof insulation, double glazing and floor insulation",District heating,118 m²,Long-term lease,Paid until 21-05-2065,In residential district,Back garden,"51 m² (9,75 meter deep and 5,2 meter broad)",Located at the east accessible via the rear,Balcony present,Detached wooden storage,Electricity,no
