header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Location,error
3-kamer appartement cachet (Bouwnr. 10),1181 HN Amstelveen        ,https://www.funda.nl/en/koop/amstelveen/appartement-41390377-3-kamer-appartement-cachet-bouwnr-10/?navigateSource=resultlist,20220129_170118,"€ 815,000 vrij op naam","€ 8,763    The asking price per m² (€ 815,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Residential property with shared street entrance,New property,2022,Living area93 m²Exterior space attached to the building11 m²,93 m²,11 m²,242 m³,3 rooms (2 bedrooms),1 story,2nd floor,Solar panels,A        What does this mean?,CH boiler,CH boiler,Combination boiler,In residential district,no
