header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Boddaertstraat 34,2522 HG Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88019869-boddaertstraat-34/?navigateSource=resultlist,20220130_160420,"€ 300,000 kosten koper","€ 2,632    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1935,Protected townscape or village view (permit needed for alterations),Gable roof covered with roof tiles,Living area114 m²,114 m²,88 m²,393 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,F        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2018, in ownership)",88 m²,Full ownership,In residential district,Back garden and front garden,"Paid parking, public parking and resident's parking permits",no
