header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Fees,Garden,Back garden,Balcony/roof garden,error
Jarasingel 3,1069 NV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42682047-jarasingel-3/?navigateSource=resultlist,20220131_003403,"€ 500,000 kosten koper","€ 6,024    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1981-1990,Living area83 m²Other space inside the building23 m²Exterior space attached to the building4 m²External storage space6 m²,83 m²,23 m²,4 m²,6 m²,134 m²,365 m³,5 rooms (4 bedrooms),1 bathroom,Toilet,3 stories,B        What does this mean?,Double glazing,CH boiler,CH boiler,"HR (gas-fired combination boiler from 2018, in ownership)",134 m²,Municipal ownership encumbered with long-term leaset,Paid until 01-07-2038,Back garden and front garden,"75 m² (14 meter deep and 5,36 meter broad)",Balcony present,no
