header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Herengracht 2,4924 BH Drimmelen        ,https://www.funda.nl/en/koop/drimmelen/huis-42652137-herengracht-2/?navigateSource=resultlist,20220127_213420,"€ 375,000 kosten koper","€ 3,205    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Single-family home, double house",Resale property,1800,Monumental building,Gable roof covered with roof tiles,Living area117 m²External storage space24 m²,117 m²,24 m²,215 m²,440 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories and a loft,G        What does this mean?,Roof insulation and insulated walls,CH boiler,CH boiler,"Gas-fired combination boiler from 2020, in ownership",215 m²,Full ownership,Back garden,85 m² (17 meter deep and 5 meter broad),Located at the northwest accessible via the rear,Detached brick storage,Public parking,no
