header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,error
Tormentil 71,8265 DL Kampen        ,https://www.funda.nl/en/koop/kampen/huis-88019380-tormentil-71/?navigateSource=resultlist,20220128_232400,"€ 300,000 kosten koper","€ 2,308    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1974,Partly furnished with carpets and curtains,Gable roof covered with roof tiles,Living area130 m²External storage space10 m²,130 m²,10 m²,213 m²,455 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Outdoor awning,D        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,CH boiler,"Gas-fired combination boiler from 2016, in ownership",213 m²,Full ownership,In residential district,"Back garden, front garden and side garden",Detached brick storage,Public parking,no
