header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Tussenwoningen (Bouwnr. 2),8271 TB IJsselmuiden        ,https://www.funda.nl/en/koop/ijsselmuiden/huis-88983323-tussenwoningen-bouwnr-2/?navigateSource=resultlist,20220129_072515,"€ 305,000 vrij op naam","€ 2,421    The asking price per m² (€ 305,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Single-family home, row house",New property,2022,Gable roof covered with roof tiles,Living area126 m²External storage space5 m²,126 m²,5 m²,170 m²,473 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Mechanical ventilation and solar panels,A        What does this mean?,Triple glazed and completely insulated,Partial floor heating and heat pump,170 m²,Full ownership,In residential district,Back garden and front garden,"81 m² (14,48 meter deep and 5,6 meter broad)",Located at the northwest accessible via the rear,Detached wooden storage,Electricity,Parking on private property and public parking,no
