header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities,Type of garage,error
Parcivalstraat 30,5625 EV Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42531824-parcivalstraat-30/?navigateSource=resultlist,20220201_002136,"€ 365,000 kosten koper","€ 3,093    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (118 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1968,Living area118 m²Exterior space attached to the building9 m²External storage space9 m²,118 m²,9 m²,9 m²,177 m²,402 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,C        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Combination boiler, in ownership",177 m²,Full ownership,Back garden and front garden,70 m² (10 meter deep and 7 meter broad),Located at the south accessible via the rear,Balcony present,Detached brick storage,Electricity,Not yet present but possible,no
