header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Hot water,Location,Garden,Type of garage,Type of parking facilities,error
Bouwnummer (Bouwnr. 193),3011 BT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41006482-bouwnummer-bouwnr-193/?navigateSource=resultlist,20220126_010735,"€ 1,206,500 vrij op naam","€ 5,069    The asking price per m² (€ 1,206,500) is calculated by dividing the asking price of the home by the living area (238 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Penthouse,New property,2022,Living area238 m²Exterior space attached to the building30 m²,238 m²,30 m²,619 m³,1 room,1 story,20th floor,Mechanical ventilation,A        What does this mean?,"Roof insulation, double glazing, partly double glazed, no cavity wall, insulated walls, floor insulation, completely insulated and secondary glazing",Central facility,"Alongside water, sheltered location, in center and in residential district",Sun terrace,Underground parking,Parking garage,no
