header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kloveniersburgwal 56 bov,1012 CX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41086994-kloveniersburgwal-56-bov/?navigateSource=resultlist,20220130_220903,"€ 1,995,000 kosten koper","€ 8,382    The asking price per m² (€ 1,995,000) is calculated by dividing the asking price of the home by the living area (238 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Upstairs apartment (apartment),Resale property,1800,Double occupancy possible and listed building (national monument),Flat roof covered with roof tiles,Living area238 m²Exterior space attached to the building6 m²,238 m²,6 m²,720 m³,9 rooms (8 bedrooms),3 bathrooms and 3 separate toilets,Bath and 3 showers,4 stories,1st floor,Mechanical ventilation,Not required,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2019, in ownership)",Full ownership,"On navigable waterway, alongside water, in center and unobstructed surrounding view",Roof terrace present,Yes,Yes,No,No,No,Yes,no
