header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Original asking price,Service charges,Listed since,Status,Acceptance,Type of parking facilities,Building type,Capacity,Ownership situation,Ownership situation.1,error
Maashaven O.z.,3072 AE Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/parkeergelegenheid-49125095-maashaven-oz/?navigateSource=resultlist,20220126_005929,"€ 18,000 kosten koper","€ 17,500 kosten koper",€ 32 per month,6+ months,Available,Available in consultation,Parking place,Resale property,1,Full ownership,Full ownership,no
