header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
James Cookstraat 16 h,1056 RZ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88954291-james-cookstraat-16-h/?navigateSource=resultlist,20220128_060457,"€ 512,000 kosten koper","€ 8,000    The asking price per m² (€ 512,000) is calculated by dividing the asking price of the home by the living area (64 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 75 per month,2 months,Sold under reservation,Available in consultation,€ 75.00 per month,Ground-floor apartment (apartment),Resale property,1931,Living area64 m²External storage space3 m²,64 m²,3 m²,219 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,Ground floor,Mechanical ventilation and passive ventilation system,E        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,Full ownership,Alongside a quiet road and in residential district,Back garden,Detached wooden storage,Paid parking and public parking,Yes,Yes,Yes (€ 75.00 per month),Yes,Yes,Yes,no
