header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Insulation.1,Type of parking facilities,error
Annie Bosstraat 18,1325 ND Almere        ,https://www.funda.nl/en/koop/almere/huis-42681834-annie-bosstraat-18/?navigateSource=resultlist,20220128_143817,"€ 375,000 kosten koper","€ 3,000    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 24, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1995,Gable roof covered with roof tiles,Living area125 m²External storage space8 m²,125 m²,8 m²,132 m²,418 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and toilet",3 stories,"Optical fibre, mechanical ventilation and solar panels",B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",District heating,District heating,132 m²,Full ownership,Back garden and front garden,50 m² (10 meter deep and 50 meter broad),Located at the northeast accessible via the rear,Detached wooden storage,Electricity,No insulation,Public parking,no
