header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
William Harveystraat 20,2035 EA Haarlem        ,https://www.funda.nl/en/koop/haarlem/appartement-88903170-william-harveystraat-20/?navigateSource=resultlist,20220129_004130,"€ 325,000 kosten koper","€ 3,421    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,€ 217.54 per month,Upstairs apartment (apartment),Resale property,1962,Flat roof covered with asphalt roofing,Living area95 m²Exterior space attached to the building4 m²External storage space10 m²,95 m²,4 m²,10 m²,304 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,1st floor,E        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Alongside a quiet road,Balcony present,Attached brick storage,Electricity,Public parking,Yes,Yes,Yes (€ 217.54 per month),Yes,Yes,Yes,no
