header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Veldkuilstraat 19,6462 BA Kerkrade        ,https://www.funda.nl/en/koop/kerkrade/huis-88027493-veldkuilstraat-19/?navigateSource=resultlist,20220128_071903,"€ 185,000 kosten koper","€ 1,057    The asking price per m² (€ 185,000) is calculated by dividing the asking price of the home by the living area (175 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1914,Double occupancy possible,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area175 m²Other space inside the building22 m²,175 m²,22 m²,258 m²,565 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, 2 showers and 2 toilets",3 stories and a basement,"Skylight, rolldown shutters and TV via cable",F        What does this mean?,Double glazing,CH boiler,CH boiler,"Nefit Trendline (gas-fired combination boiler from 2020, to rent)",258 m²,Full ownership,In residential district,Back garden,Public parking,no
