header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Oorgat 23 G,1135 CP Edam        ,https://www.funda.nl/en/koop/edam/appartement-42530529-oorgat-23-g/?navigateSource=resultlist,20220129_041352,"€ 459,000 kosten koper","€ 5,738    The asking price per m² (€ 459,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,€ 180.00 per month,Apartment with shared street entrance (apartment),Resale property,2021,Combination roof,Living area80 m²Exterior space attached to the building9 m²,80 m²,9 m²,278 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,2nd floor,Balanced ventilation system and sliding door,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Full ownership,"On navigable waterway, alongside water and in residential district",Sun terrace,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 180.00 per month),Yes,Yes,Yes,no
