header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Location,error
Boekweitkamp,2592 XV Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42653327-boekweitkamp/?navigateSource=resultlist,20220128_070705,"€ 400,000 vrij op naam","€ 5,000    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (80 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,Apartment with shared street entrance,New property,2022,Woningborg garantiecertificaat,Living area80 m²Exterior space attached to the building8 m²,80 m²,8 m²,240 m³,3 rooms (2 bedrooms),1 story,Elevator,Not available,"Roof insulation, triple glazed, double glazing, eco-building, partly double glazed, no cavity wall, mostly double glazed, energy efficient window, draft protection, insulated walls, floor insulation, completely insulated and secondary glazing",Heat pump,In residential district and unobstructed surrounding view,no
