header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Heating,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Hege Hearewei 2,9051 AA Stiens        ,https://www.funda.nl/en/koop/stiens/appartement-42596164-hege-hearewei-2/?navigateSource=resultlist,20220130_122413,"€ 312,500 vrij op naam","€ 3,511    The asking price per m² (€ 312,500) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Living area89 m²Exterior space attached to the building5 m²External storage space5 m²,89 m²,5 m²,5 m²,267 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,1st floor,Elevator and solar panels,G        What does this mean?,Complete floor heating and heat pump,Alongside a quiet road and in residential district,Balcony present,Detached wooden storage,Parking place,Parking on gated property,no
