header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of parking facilities,error
Advanced Residence C (Bouwnr. 11.55),2516 CC Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42522537-advanced-residence-c-bouwnr-1155/?navigateSource=resultlist,20220131_221546,"€ 499,000 vrij op naam","€ 4,798    The asking price per m² (€ 499,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under option,Available in consultation,Upstairs apartment (apartment),New property,2024,SWK garantiecertificaat,Living area104 m²,104 m²,291 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,District heating,District heating,In residential district,Balcony present,Paid parking and public parking,no
