header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Verzetsstrijderspark (Bouwnr. 34),7316 CM Apeldoorn        ,https://www.funda.nl/en/koop/apeldoorn/huis-42574780-verzetsstrijderspark-bouwnr-34/?navigateSource=resultlist,20220130_161443,"€ 835,000 vrij op naam","€ 4,718    The asking price per m² (€ 835,000) is calculated by dividing the asking price of the home by the living area (177 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Villa, detached residential property",New property,2022,Hip roof covered with roof tiles,Woningborg garantiecertificaat,Living area177 m²External storage space16 m²,177 m²,16 m²,690 m³,4 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories and a attic,"Mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",Electrical boiler,Alongside park and in residential district,Surrounded by garden,Detached wooden storage,Electricity,Parking on private property,no
