header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Type of garage,Capacity,error
Santforterstraat 2,6014 RB Ittervoort        ,https://www.funda.nl/en/koop/ittervoort/huis-88980752-santforterstraat-2/?navigateSource=resultlist,20220127_202233,"€ 625,000 kosten koper","€ 2,404    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (260 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Available,Available in consultation,"Converted farmhouse, detached residential property",Resale property,1920,Gable roof,Living area260 m²Other space inside the building13 m²Exterior space attached to the building34 m²External storage space130 m²,260 m²,13 m²,34 m²,130 m²,"9,053 m²","1,140 m³",4 rooms (3 bedrooms),3 stories,B        What does this mean?,Double glazing and completely insulated,CH boiler,9.053 m²,Full ownership,Outside the built-up area and unobstructed surrounding view,Surrounded by garden,Detached brick garage,1 car,no
