header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Garden,Sun terrace,Garden location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dorpsstraat 119,6097 AM Heel        ,https://www.funda.nl/en/koop/heel/appartement-88905274-dorpsstraat-119/?navigateSource=resultlist,20220129_021706,"€ 265,000 kosten koper","€ 3,272    The asking price per m² (€ 265,000) is calculated by dividing the asking price of the home by the living area (81 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available immediately,€ 135.00 per month,Apartment with shared street entrance (apartment),Resale property,2007,Living area81 m²Other space inside the building6 m²External storage space4 m²,81 m²,6 m²,4 m²,287 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,1st floor,A        What does this mean?,Energy efficient window and completely insulated,CH boiler,CH boiler,Full ownership,Unobstructed surrounding view,Sun terrace,"14 m² (4,7 meter deep and 3 meter broad)",Located at the south,Parking place,Yes,Yes,Yes (€ 135.00 per month),Yes,Yes,Yes,no
