header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Area,Location,Type of parking facilities,Commercial property,error
Gubbelstraat 12,6211 CE Maastricht        ,https://www.funda.nl/en/koop/maastricht/huis-88968416-gubbelstraat-12/?navigateSource=resultlist,20220128_010635,"€ 525,000 kosten koper","€ 2,313    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (227 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2008,Protected townscape or village view (permit needed for alterations) and renovation project,Gable roof,Living area227 m²,227 m²,865 m³,2 rooms (1 bedroom),2 stories and a attic,A        What does this mean?,"Roof insulation, energy efficient window and completely insulated",District heating,1 m²,In center,Resident's parking permits,        Not yet present but possible (built-in)    ,no
