header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Markendaalseweg 74 C5,4811 KD Breda        ,https://www.funda.nl/en/koop/breda/appartement-41063420-markendaalseweg-74-c5/?navigateSource=resultlist,20220129_003812,"€ 500,000 vrij op naam","€ 4,000    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (125 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2023,Flat roof,SWK garantiecertificaat,Living area125 m²Exterior space attached to the building8 m²External storage space5 m²,125 m²,8 m²,5 m²,413 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,"Balanced ventilation system, elevator and solar panels",A        What does this mean?,Energy efficient window and completely insulated,District heating,District heating,In center,Balcony present,Built-in,Underground parking,Parking garage,no
