header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Area,Ownership situation,error
Elftstraat 3,5306 BE Brakel        ,https://www.funda.nl/en/koop/brakel/huis-88013582-elftstraat-3/?navigateSource=resultlist,20220129_001117,"€ 400,000 kosten koper","€ 2,614    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (153 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6 weeks,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1971,Living area153 m²External storage space50 m²,153 m²,50 m²,427 m²,568 m³,6 rooms (5 bedrooms),1 separate toilet,2 stories,D        What does this mean?,427 m²,Full ownership,no
