header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,Office space,error
Voorstraat 16,4132 AR Vianen (UT)        ,https://www.funda.nl/en/koop/vianen-ut/huis-41317067-voorstraat-16/?navigateSource=resultlist,20220129_050211,"€ 949,000 kosten koper","€ 3,401    The asking price per m² (€ 949,000) is calculated by dividing the asking price of the home by the living area (279 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1700,Partly furnished with carpets and curtains and monumental building,Hipped roof covered with roof tiles,Living area279 m²Exterior space attached to the building34 m²,279 m²,34 m²,285 m²,923 m³,9 rooms (3 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,Not available,CH boiler,CH boiler,"Ketel (gas-fired, in ownership)",285 m²,Full ownership,Back garden,72 m² (12 meter deep and 6 meter broad),Located at the northeast accessible via the rear,Roof terrace present,Public parking and resident's parking permits,"        147 m², built-in    ",no
